run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR260155	PRJEB1786	SAMEA1906505	ERX234743	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260155/NG-5636_389_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260155/NG-5636_389_2_sequence.fastq.gz	
ERR260160	PRJEB1786	SAMEA1906423	ERX234748	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260160/ERR260160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260160/ERR260160_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260160/NG-5636_420_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260160/NG-5636_420_2_sequence.fastq.gz	
ERR260162	PRJEB1786	SAMEA1906450	ERX234750	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260162/ERR260162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260162/ERR260162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260162/NG-5636_422_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260162/NG-5636_422_2_sequence.fastq.gz	
ERR260164	PRJEB1786	SAMEA1906537	ERX234752	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260164/ERR260164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260164/ERR260164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260164/NG-5636_432_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260164/NG-5636_432_2_sequence.fastq.gz	
ERR260169	PRJEB1786	SAMEA1906421	ERX234757	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260169/NG-5636_446_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260169/NG-5636_446_2_sequence.fastq.gz	
ERR260172	PRJEB1786	SAMEA1906547	ERX234760	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260172/NG-5636_457_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260172/NG-5636_457_read_2.fastq.gz	
ERR260175	PRJEB1786	SAMEA1906522	ERX234763	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260175/ERR260175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260175/ERR260175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260175/NG-5636_463_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260175/NG-5636_463_read_2.fastq.gz	
ERR260178	PRJEB1786	SAMEA1906553	ERX234766	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260178/NG-5636_476_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260178/NG-5636_476_read_2.fastq.gz	
ERR260179	PRJEB1786	SAMEA1906442	ERX234767	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260179/NG-5636_478_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260179/NG-5636_478_read_2.fastq.gz	
ERR260180	PRJEB1786	SAMEA1906431	ERX234768	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260180/ERR260180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260180/ERR260180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260180/NG-5636_479_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260180/NG-5636_479_2_sequence.fastq.gz	
ERR260182	PRJEB1786	SAMEA1906455	ERX234770	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260182/ERR260182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260182/ERR260182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260182/NG-5636_484_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260182/NG-5636_484_2_sequence.fastq.gz	
ERR260184	PRJEB1786	SAMEA1906498	ERX234772	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260184/NG-5636_488_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260184/NG-5636_488_2_sequence.fastq.gz	
ERR260186	PRJEB1786	SAMEA1906495	ERX234774	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260186/ERR260186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260186/ERR260186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260186/NG-5636_497_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260186/NG-5636_497_2_sequence.fastq.gz	
ERR260190	PRJEB1786	SAMEA1906422	ERX234778	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260190/ERR260190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260190/ERR260190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260190/NG-5636_526_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260190/NG-5636_526_2_sequence.fastq.gz	
ERR260196	PRJEB1786	SAMEA1906426	ERX234784	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260196/ERR260196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260196/ERR260196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260196/NG-5636_543_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260196/NG-5636_543_2_sequence.fastq.gz	
ERR260197	PRJEB1786	SAMEA1906440	ERX234785	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260197/ERR260197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260197/ERR260197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260197/NG-5636_547_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260197/NG-5636_547_2_sequence.fastq.gz	
ERR260200	PRJEB1786	SAMEA1906577	ERX234788	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260200/ERR260200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260200/ERR260200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260200/NG-5636_558_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260200/NG-5636_558_2_sequence.fastq.gz	
ERR260208	PRJEB1786	SAMEA1906462	ERX234796	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260208/NG-5636_591_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260208/NG-5636_591_2_sequence.fastq.gz	
ERR260211	PRJEB1786	SAMEA1906501	ERX234799	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260211/NG-5636_600_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260211/NG-5636_600_2_sequence.fastq.gz	
ERR260215	PRJEB1786	SAMEA1906432	ERX234803	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260215/NG-5636_614_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260215/NG-5636_614_2_sequence.fastq.gz	
ERR260217	PRJEB1786	SAMEA1906420	ERX234805	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260217/NG-5636_618_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260217/NG-5636_618_2_sequence.fastq.gz	
ERR260218	PRJEB1786	SAMEA1906556	ERX234806	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260218/NG-5636_628_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260218/NG-5636_628_2_sequence.fastq.gz	
ERR260220	PRJEB1786	SAMEA1906510	ERX234808	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260220/NG-5636_640_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260220/NG-5636_640_2_sequence.fastq.gz	
ERR260222	PRJEB1786	SAMEA1906544	ERX234810	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260222/NG-5636_646_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260222/NG-5636_646_2_sequence.fastq.gz	
ERR260223	PRJEB1786	SAMEA1906464	ERX234811	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260223/ERR260223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260223/ERR260223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260223/NG-5636_655_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260223/NG-5636_655_2_sequence.fastq.gz	
ERR260226	PRJEB1786	SAMEA1906569	ERX234814	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260226/ERR260226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260226/ERR260226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260226/NG-5636_88_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260226/NG-5636_88_2_sequence.fastq.gz	
ERR260228	PRJEB1786	SAMEA1906526	ERX234816	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260228/ERR260228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260228/ERR260228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260228/NG-5636_200_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260228/NG-5636_200_2_sequence.fastq.gz	
ERR260229	PRJEB1786	SAMEA1906543	ERX234817	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260229/NG-5636_205_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260229/NG-5636_205_2_sequence.fastq.gz	
ERR260232	PRJEB1786	SAMEA1906415	ERX234820	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260232/NG-5636_227_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260232/NG-5636_227_2_sequence.fastq.gz	
ERR260234	PRJEB1786	SAMEA1906448	ERX234822	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260234/NG-5636_231_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260234/NG-5636_231_2_sequence.fastq.gz	
ERR260241	PRJEB1786	SAMEA1906472	ERX234829	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260241/NG-5636_263_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260241/NG-5636_263_2_sequence.fastq.gz	
ERR260244	PRJEB1786	SAMEA1906438	ERX234832	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260244/NG-5636_269_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260244/NG-5636_269_2_sequence.fastq.gz	
ERR260245	PRJEB1786	SAMEA1906581	ERX234833	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260245/NG-5636_278_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260245/NG-5636_278_2_sequence.fastq.gz	
ERR260246	PRJEB1786	SAMEA1906550	ERX234834	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260246/NG-5636_288_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260246/NG-5636_288_2_sequence.fastq.gz	
ERR260248	PRJEB1786	SAMEA1906429	ERX234836	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260248/NG-5636_299_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260248/NG-5636_299_2_sequence.fastq.gz	
ERR260250	PRJEB1786	SAMEA1906463	ERX234838	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260250/NG-5636_118_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260250/NG-5636_118_2_sequence.fastq.gz	
ERR260251	PRJEB1786	SAMEA1906460	ERX234839	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260251/NG-5636_121_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260251/NG-5636_121_2_sequence.fastq.gz	
ERR260258	PRJEB1786	SAMEA1906486	ERX234846	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260258/NG-5636_146_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260258/NG-5636_146_2_sequence.fastq.gz	
ERR260269	PRJEB1786	SAMEA1906494	ERX234857	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260269/NG-5425_249_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260269/NG-5425_249_2_sequence.fastq.gz	
ERR260271	PRJEB1786	SAMEA1906445	ERX234859	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260271/NG-5425_297_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260271/NG-5425_297_2_sequence.fastq.gz	
ERR260272	PRJEB1786	SAMEA1906562	ERX234860	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260272/NG-5425_342_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260272/NG-5425_342_2_sequence.fastq.gz	
ERR260273	PRJEB1786	SAMEA1906549	ERX234861	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260273/NG-5425_470_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260273/NG-5425_470_2_sequence.fastq.gz	
ERR260274	PRJEB1786	SAMEA1906566	ERX234862	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260274/NG-5425_475_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260274/NG-5425_475_2_sequence.fastq.gz	
ERR260135	PRJEB1786	SAMEA1906527	ERX234723	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260135/ERR260135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260135/NG-5636_317_new_read_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260135/NG-5636_317_new_read_2.fastq.gz	
ERR260140	PRJEB1786	SAMEA1906489	ERX234728	646099	human metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260140/ERR260140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260140/NG-5636_344_1_sequence.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR260/ERR260140/NG-5636_344_2_sequence.fastq.gz	
