taxon	stderr	estimate
Amulumruptor caecigallinarius	0.10738093652151	0.0833385211460758
Amulumruptor sp001689515	0.216934595512342	-0.0907950156274831
Amulumruptor sp900539915	0.234646355893219	-0.152746895250548
Amulumruptor sp900547825	0.153377260545301	0.0512004883070187
An172 sp002160515	0.0391132607614358	0.0109875350235312
An181 sp002160325	0.0375428561103961	0.0420608875373059
An23 sp900545755	0.055943811268367	-0.0822556064079612
An92 sp900199495	0.149869416714278	-0.144924933403217
Anaerobutyricum hallii	0.154199910385745	0.161514265355252
Anaerobutyricum soehngenii	0.116305669178483	0.0845711657836876
Anaerobutyricum sp002161065	0.138024503569283	0.142555166108393
Anaerobutyricum sp900754855	0.148534398487878	0.080134948129323
Anaerocolumna aminovalerica	0.0260198930008998	-0.00714814093153401
Anaerofustis sp900549875	0.145543517644153	-0.134929137363178
Anaerofustis stercorihominis	0.0688774421824035	0.0466664706147146
Anaeroglobus geminatus	0.19259110897407	0.244388061750712
Anaeroglobus massiliensis	0.11803345628021	0.0629983221210208
Anaeroglobus micronuciformis	0.299452853382615	0.219029403829251
Anaeromassilibacillus sp001305115	0.245923728622432	0.191455561735868
Anaeromassilibacillus sp002159845	0.0551306794123212	0.00973022944693825
Anaeroplasma sp900767915	0.0722012780655054	-0.167564126979775
Anaeroplasma sp900770055	0.181082643225979	-0.188323877291026
Anaerosacchariphilus sp002160765	0.329988377354341	0.283756967209656
Anaerosacchariphilus sp014290175	0.107142496249011	-0.106871953913308
Anaerosacchariphilus sp900066385	0.0915289165139732	-0.118987332563063
Anaerosacchariphilus sp900553635	0.144061715008064	-0.246697945543408
Anaerosporobacter mobilis	0.0533021472114693	-0.0660464353375616
Anaerostipes caccae	0.1528065572996	0.019565340897814
Anaerostipes hadrus	0.176983231438421	-0.18183770718076
Anaerostipes hadrus_A	0.171555662553376	-0.24684345899357
Anaerostipes rhamnosivorans	0.0697919722284295	0.0443769387554079
Anaerostipes sp000508985	0.0409430250322232	0.00548738735270042
Anaerostipes sp900066705	0.188391044073472	-0.209217198197651
Anaerostipes sp900756035	0.0525010514639972	0.0532041186140444
Anaerotignum faecicola	0.128023722223248	-0.224346446768339
Anaerotignum lactatifermentans	0.180585897198134	-0.0869639186698065
Anaerotignum sp001304995	0.138866473781198	0.0723381394059914
Anaerotruncus colihominis	0.035162105830666	-0.0131806491656961
Anaerotruncus massiliensis	0.195621580778771	0.241078636995565
Anaerotruncus rubiinfantis	0.165437120620493	0.196942994482424
Anaerovibrio sp900548165	0.0871194069225303	0.0206140014488896
Angelakisella sp003453215	0.179096461414517	0.0511428323151546
Angelakisella sp004557855	0.244854808854019	0.187873704671986
Angelakisella sp900547385	0.192559087691358	-0.0155572942741089
Angelakisella sp900552845	0.133446796322697	0.0817210664007237
Arabia massiliensis	0.127567305914571	-0.0176590879708863
Atlantibacter hermannii	0.198263607897762	0.245117857768744
Azonexus sp900549295	0.165474302474953	0.120413910444943
BX12 sp014333425	0.115577266238976	0.0926972292634243
BX12 sp902363595	0.226655208021466	0.273746280228192
Bacilliculturomica massiliensis	0.12645401159493	0.138860175095883
Bacillus_A luti	0.240793644278557	0.039484539620668
Bacteroides acidifaciens	0.0526001782784658	0.0364534274375544
Bacteroides bouchesdurhonensis	0.0482214509541711	0.0139448759788894
Bacteroides caccae	0.0842319622512546	0.119268698804668
Bacteroides cellulosilyticus	0.0971901470753028	-0.0655961734254449
