run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	bam_ftp
ERR209092	PRJEB1220	SAMEA2042364	ERX183757	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209092/ERR209092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209092/ERR209092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209092/MH0013_081113.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209092/MH0013_081113.rmhost.pair.2.fq.gz	
ERR209093	PRJEB1220	SAMEA2042364	ERX183758	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209093/ERR209093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209093/ERR209093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209093/MH0013_081120.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209093/MH0013_081120.rmhost.pair.2.fq.gz	
ERR209097	PRJEB1220	SAMEA2042366	ERX183762	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209097/ERR209097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209097/ERR209097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209097/MH0015_081108.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209097/MH0015_081108.rmhost.pair.2.fq.gz	
ERR209099	PRJEB1220	SAMEA2042367	ERX183764	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209099/ERR209099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209099/ERR209099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209099/MH0016_081203.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209099/MH0016_081203.rmhost.pair.2.fq.gz	
ERR209101	PRJEB1220	SAMEA2042367	ERX183766	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209101/ERR209101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209101/ERR209101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209101/MH0016_090120.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209101/MH0016_090120.rmhost.pair.2.fq.gz	
ERR209103	PRJEB1220	SAMEA2042368	ERX183768	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209103/ERR209103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209103/ERR209103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209103/MH0017_081119.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209103/MH0017_081119.rmhost.pair.2.fq.gz	
ERR209104	PRJEB1220	SAMEA2042369	ERX183769	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209104/ERR209104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209104/ERR209104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209104/MH0018_081108.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209104/MH0018_081108.rmhost.pair.2.fq.gz	
ERR209113	PRJEB1220	SAMEA2042374	ERX183778	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209113/ERR209113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209113/ERR209113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209113/MH0022_081119.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209113/MH0022_081119.rmhost.pair.2.fq.gz	
ERR209114	PRJEB1220	SAMEA2042375	ERX183779	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209114/ERR209114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209114/ERR209114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209114/MH0023_081108.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209114/MH0023_081108.rmhost.pair.2.fq.gz	
ERR209115	PRJEB1220	SAMEA2042375	ERX183780	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209115/ERR209115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209115/ERR209115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209115/MH0023_081119.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209115/MH0023_081119.rmhost.pair.2.fq.gz	
ERR209125	PRJEB1220	SAMEA1965033	ERX183790	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209125/ERR209125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209125/ERR209125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209125/MH0028_090121.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209125/MH0028_090121.rmhost.pair.2.fq.gz	
ERR209127	PRJEB1220	SAMEA2042090	ERX183792	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209127/ERR209127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209127/ERR209127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209127/MH0030_090121.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209127/MH0030_090121.rmhost.pair.2.fq.gz	
ERR209128	PRJEB1220	SAMEA2042091	ERX183793	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209128/ERR209128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209128/ERR209128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209128/MH0031_081223.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209128/MH0031_081223.rmhost.pair.2.fq.gz	
ERR209130	PRJEB1220	SAMEA2042092	ERX183795	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209130/ERR209130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209130/ERR209130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209130/MH0032_081224.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209130/MH0032_081224.rmhost.pair.2.fq.gz	
ERR209135	PRJEB1220	SAMEA2042095	ERX183800	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209135/ERR209135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209135/ERR209135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209135/MH0034_090122.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209135/MH0034_090122.rmhost.pair.2.fq.gz	
ERR209140	PRJEB1220	SAMEA2042098	ERX183805	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209140/ERR209140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209140/ERR209140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209140/MH0037_081226.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209140/MH0037_081226.rmhost.pair.2.fq.gz	
ERR209153	PRJEB1220	SAMEA2042194	ERX183818	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209153/ERR209153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209153/ERR209153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209153/MH0043_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209153/MH0043_090125.rmhost.pair.2.fq.gz	
ERR209154	PRJEB1220	SAMEA2042195	ERX183819	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209154/ERR209154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209154/ERR209154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209154/MH0044_081222.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209154/MH0044_081222.rmhost.pair.2.fq.gz	
ERR209159	PRJEB1220	SAMEA2042197	ERX183824	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209159/ERR209159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209159/ERR209159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209159/MH0046_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209159/MH0046_090125.rmhost.pair.2.fq.gz	
ERR209161	PRJEB1220	SAMEA2042198	ERX183826	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209161/ERR209161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209161/ERR209161_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209161/MH0047_090201.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209161/MH0047_090201.rmhost.pair.2.fq.gz	
ERR209162	PRJEB1220	SAMEA2042199	ERX183827	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209162/ERR209162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209162/ERR209162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209162/MH0048_081226.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209162/MH0048_081226.rmhost.pair.2.fq.gz	
ERR209166	PRJEB1220	SAMEA2042201	ERX183831	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209166/ERR209166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209166/ERR209166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209166/MH0050_081223.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209166/MH0050_081223.rmhost.pair.2.fq.gz	
ERR209169	PRJEB1220	SAMEA2042202	ERX183834	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209169/ERR209169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209169/ERR209169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209169/MH0051_090201.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209169/MH0051_090201.rmhost.pair.2.fq.gz	
ERR209170	PRJEB1220	SAMEA2042203	ERX183835	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209170/ERR209170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209170/ERR209170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209170/MH0052_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209170/MH0052_090103.rmhost.pair.2.fq.gz	
ERR209173	PRJEB1220	SAMEA2042204	ERX183838	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209173/ERR209173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209173/ERR209173_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209173/MH0053_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209173/MH0053_090125.rmhost.pair.2.fq.gz	
ERR209176	PRJEB1220	SAMEA2042206	ERX183841	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209176/ERR209176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209176/ERR209176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209176/MH0055_081223.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209176/MH0055_081223.rmhost.pair.2.fq.gz	
ERR209177	PRJEB1220	SAMEA2042206	ERX183842	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209177/ERR209177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209177/ERR209177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209177/MH0055_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209177/MH0055_090125.rmhost.pair.2.fq.gz	
ERR209179	PRJEB1220	SAMEA2042287	ERX183844	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209179/ERR209179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209179/ERR209179_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209179/MH0056_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209179/MH0056_090125.rmhost.pair.2.fq.gz	
ERR209180	PRJEB1220	SAMEA2042288	ERX183845	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209180/ERR209180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209180/ERR209180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209180/MH0057_081222.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209180/MH0057_081222.rmhost.pair.2.fq.gz	
ERR209184	PRJEB1220	SAMEA2042290	ERX183849	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209184/ERR209184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209184/ERR209184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209184/MH0059_081230.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209184/MH0059_081230.rmhost.pair.2.fq.gz	
ERR209186	PRJEB1220	SAMEA2042292	ERX183851	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209186/ERR209186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209186/ERR209186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209186/MH0060_081222.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209186/MH0060_081222.rmhost.pair.2.fq.gz	
ERR209187	PRJEB1220	SAMEA2042292	ERX183852	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209187/ERR209187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209187/ERR209187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209187/MH0060_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209187/MH0060_090125.rmhost.pair.2.fq.gz	
ERR209189	PRJEB1220	SAMEA2042293	ERX183854	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209189/ERR209189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209189/ERR209189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209189/MH0061_090126.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209189/MH0061_090126.rmhost.pair.2.fq.gz	
ERR209192	PRJEB1220	SAMEA2042295	ERX183857	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209192/ERR209192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209192/ERR209192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209192/MH0063_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209192/MH0063_090103.rmhost.pair.2.fq.gz	
ERR209193	PRJEB1220	SAMEA2042295	ERX183858	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209193/ERR209193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209193/ERR209193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209193/MH0063_090126.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209193/MH0063_090126.rmhost.pair.2.fq.gz	
ERR209198	PRJEB1220	SAMEA2042298	ERX183863	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209198/ERR209198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209198/ERR209198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209198/MH0066_081223.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209198/MH0066_081223.rmhost.pair.2.fq.gz	
ERR209200	PRJEB1220	SAMEA2042299	ERX183865	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209200/ERR209200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209200/ERR209200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209200/MH0067_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209200/MH0067_090103.rmhost.pair.2.fq.gz	
ERR209201	PRJEB1220	SAMEA2042299	ERX183866	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209201/ERR209201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209201/ERR209201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209201/MH0067_090126.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209201/MH0067_090126.rmhost.pair.2.fq.gz	
ERR209205	PRJEB1220	SAMEA2042301	ERX183870	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209205/ERR209205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209205/ERR209205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209205/MH0069_090103.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209205/MH0069_090103.rmhost.pair.2.fq.gz	
ERR209206	PRJEB1220	SAMEA2042301	ERX183871	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209206/ERR209206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209206/ERR209206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209206/MH0069_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209206/MH0069_090125.rmhost.pair.2.fq.gz	
ERR209207	PRJEB1220	SAMEA2042302	ERX183872	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209207/ERR209207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209207/ERR209207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209207/MH0070_090104.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209207/MH0070_090104.rmhost.pair.2.fq.gz	
ERR209208	PRJEB1220	SAMEA2042302	ERX183873	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209208/ERR209208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209208/ERR209208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209208/MH0070_090125.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209208/MH0070_090125.rmhost.pair.2.fq.gz	
ERR209211	PRJEB1220	SAMEA2042377	ERX183876	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209211/ERR209211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/ERR209211/ERR209211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209211/MH0072_081223.rmhost.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR209/ERR209211/MH0072_081223.rmhost.pair.2.fq.gz	
